コード,銘柄名,市場,始値,高値,安値,終値,出来高,売買代金
1301-T,極洋,東証1部,177.00,178.00,176.00,178.00,110000,19486000
1305-T,ETFTPX,東証,788.00,792.00,784.00,785.00,229290,181078770
1306-T,TOPIX投,東証,787.00,790.00,781.00,783.00,4629330,3640606690
1308-T,上場TPX,東証,777.00,779.00,770.00,772.00,434400,336741200
1309-O,上証50連,大証,17480.00,17730.00,17450.00,17590.00,13522,237691600
1310-T,ETF･コア30,東証,400.00,402.00,396.00,396.00,6580,2629370
1311-T,TOPIX30,東証,408.00,408.00,404.00,406.00,91220,37085170
1312-O,RN小型コア,大証,8550.00,8550.00,8450.00,8450.00,131,1111890
1313-T,KODEX200,東証,1730.00,1771.00,1730.00,1748.00,2980,5198960
1314-T,上場新興,東証,555.00,555.00,555.00,555.00,200,111000
1316-T,上場大型,東証,506.00,519.00,506.00,518.00,2090,1076580
1317-T,上場中型,東証,837.00,837.00,822.00,822.00,40,33030
1318-T,上場小型,東証,,,,,0,0
1319-T,300投信,東証,135.00,135.00,135.00,135.00,6000,810000
1319-O,300投信,大証,,,,,0,0
1319-S,300投信,札証,,,,,0,0
1319-F,300投信,福証,,,,,0,0
1320-O,ETF225,大証,9180.00,9180.00,9100.00,9120.00,103892,950528480
1321-O,225投信,大証,9200.00,9210.00,9120.00,9140.00,1527879,14003478380
1322-T,上場パンタ,東証,2820.00,2855.00,2790.00,2808.00,17930,50745090
1323-O,南ア40,大証,295.00,295.00,286.00,288.00,4600,1344800
1324-O,RTS連動,大証,124.00,125.00,123.00,124.00,60100,7451500
1325-T,ボベスパ,東証,221.00,222.00,218.00,222.00,293300,64799300
1326-T,SPDRゴール,東証,12920.00,12950.00,12840.00,12880.00,50963,657112610
1327-T,EASY商品,東証,3790.00,3820.00,3780.00,3815.00,397,1506000
1328-O,金連動,大証,3985.00,4000.00,3970.00,3990.00,19650,78322400
1329-T,iS225,東証,9150.00,9150.00,9070.00,9090.00,12180,111106200
1330-T,上場225,東証,9220.00,9230.00,9150.00,9180.00,615460,5656370000
1332-T,日水,東証1部,264.00,264.00,261.00,264.00,1104000,290154800
1332-O,日水,大証1部,,,,,0,0
