コード,銘柄名,市場,始値,高値,安値,終値,出来高,売買代金
1301-T,極洋,東証1部,181.00,183.00,181.00,181.00,97000,17603000
1305-T,ETFTPX,東証,852.00,857.00,849.00,852.00,58460,49941050
1306-T,TOPIX投,東証,857.00,860.00,852.00,855.00,2429060,2081694800
1308-T,上場TPX,東証,838.00,842.00,836.00,836.00,50200,42180100
1309-O,上証50連,大証,19860.00,19950.00,19610.00,19670.00,2473,48970800
1310-T,ETF･コア30,東証,451.00,455.00,451.00,455.00,240,108800
1311-T,TOPIX30,東証,451.00,453.00,450.00,451.00,4550,2052980
1312-O,RN小型コア,大証,8840.00,8900.00,8840.00,8900.00,34,300680
1313-T,KODEX200,東証,2039.00,2069.00,2039.00,2049.00,160,328670
1314-T,上場新興,東証,598.00,598.00,598.00,598.00,700,418600
1316-T,上場大型,東証,583.00,583.00,575.00,577.00,20810,12087290
1317-T,上場中型,東証,883.00,883.00,883.00,883.00,3000,2649000
1318-T,上場小型,東証,913.00,913.00,913.00,913.00,110,100430
1319-T,300投信,東証,145.00,145.00,144.00,144.00,18000,2594000
1319-O,300投信,大証,,,,,0,0
1319-S,300投信,札証,,,,,0,0
1319-F,300投信,福証,,,,,0,0
1320-O,ETF225,大証,9840.00,9880.00,9800.00,9820.00,90124,886944370
1321-O,225投信,大証,9870.00,9900.00,9820.00,9830.00,451199,4450876310
1322-T,上場パンタ,東証,3500.00,3500.00,3470.00,3475.00,2400,8362100
1323-O,南ア40,大証,328.00,330.00,328.00,328.00,1100,362000
1324-O,RTS連動,大証,152.00,153.00,151.00,151.00,24000,3643500
1325-T,ボベスパ,東証,275.00,276.00,274.00,276.00,52000,14294400
1326-T,SPDRゴール,東証,11810.00,11830.00,11790.00,11790.00,8667,102316280
1327-T,EASY商品,東証,3945.00,3945.00,3880.00,3940.00,162,631595
1328-O,金連動,大証,3570.00,3575.00,3560.00,3565.00,19900,70901400
1329-T,iS225,東証,9810.00,9830.00,9760.00,9760.00,270,2649300
1330-T,上場225,東証,9910.00,9940.00,9870.00,9880.00,552930,5486704000
1332-T,日水,東証1部,264.00,265.00,259.00,261.00,1070100,280209100
1332-O,日水,大証1部,,,,,0,0
1334-T,マルハニチロHD,東証1部,132.00,132.00,128.00,129.00,2409000,313210000
1343-T,REIT-ETF,東証,1060.00,1063.00,1055.00,1061.00,99000,104991510
1344-T,MXSコア30,東証,445.00,448.00,442.00,444.00,4180,1860470
1345-T,上場Jリート,東証,1023.00,1026.00,1019.00,1025.00,37300,38100000
1346-O,MXS225,大証,9850.00,9900.00,9820.00,9830.00,58284,573911980
1347-T,上場グリチ,東証,,,,,0,0
1348-T,MXSトピクス,東証,849.00,851.00,843.00,845.00,129370,109174060
1349-T,アジア債券,東証,10110.00,10150.00,10110.00,10150.00,117,1187100
1352-T,ホウスイ,東証1部,92.00,94.00,92.00,92.00,17000,1580000
1376-J,カネコ種,JQスタンダード,758.00,758.00,750.00,753.00,3900,2944900
1377-T,サカタのタネ,東証1部,1150.00,1160.00,1150.00,1158.00,25300,29280600
