コード,銘柄名,市場,始値,高値,安値,終値,出来高,売買代金
1301-T,極洋,東証1部,207.00,210.00,207.00,208.00,801000,167050000
1305-T,ETFTPX,東証,870.00,871.00,868.00,868.00,182050,158433270
1306-T,TOPIX投,東証,867.00,869.00,865.00,865.00,3001350,2601245650
1308-T,上場TPX,東証,855.00,856.00,852.00,854.00,181300,154980700
1309-O,上証50連,大証,17810.00,17910.00,17700.00,17740.00,5706,101341240
1310-T,ETF･コア30,東証,453.00,455.00,453.00,454.00,380,172380
1311-T,TOPIX30,東証,463.00,463.00,460.00,460.00,5930,2738570
1312-O,RN小型コア,大証,9290.00,9290.00,9290.00,9290.00,9,83610
1313-T,KODEX200,東証,1996.00,1996.00,1959.00,1971.00,770,1531580
1314-T,上場新興,東証,543.00,543.00,543.00,543.00,700,380100
1316-T,上場大型,東証,561.00,561.00,561.00,561.00,10,5610
1317-T,上場中型,東証,,,,,0,0
1318-T,上場小型,東証,971.00,974.00,971.00,974.00,320,310930
1319-T,300投信,東証,,,,,0,0
1319-O,300投信,大証,,,,,0,0
1319-S,300投信,札証,,,,,0,0
1319-F,300投信,福証,,,,,0,0
1320-O,ETF225,大証,10140.00,10160.00,10120.00,10140.00,41892,424683210
1321-O,225投信,大証,10160.00,10190.00,10150.00,10160.00,242336,2464364570
1322-T,上場パンタ,東証,2800.00,2805.00,2792.00,2796.00,3770,10552600
1323-O,南ア40,大証,321.00,321.00,316.00,317.00,3200,1017800
1324-O,RTS連動,大証,137.00,137.00,136.00,136.00,35400,4843800
1325-T,ボベスパ,東証,260.00,262.00,260.00,262.00,75200,19601400
1326-T,SPDRゴール,東証,13200.00,13270.00,13200.00,13230.00,11143,147326420
1327-T,EASY商品,東証,3830.00,3830.00,3775.00,3775.00,663,2520705
1328-O,金連動,大証,3970.00,3985.00,3960.00,3980.00,19810,78699550
1329-T,iS225,東証,10080.00,10120.00,10080.00,10100.00,2090,21102800
1330-T,上場225,東証,10190.00,10210.00,10170.00,10190.00,132960,1355108100
1332-T,日水,東証1部,287.00,289.00,286.00,287.00,1082800,310970800
1332-O,日水,大証1部,,,,,0,0
1334-T,マルハニチロHD,東証1部,149.00,149.00,146.00,147.00,2328000,343977000
