コード,銘柄名,市場,始値,高値,安値,終値,出来高,売買代金
1301-T,極洋,東証1部,179.00,180.00,177.00,178.00,127000,22635000
1305-T,ETFTPX,東証,755.00,755.00,748.00,751.00,167760,125890270
1306-T,TOPIX投,東証,749.00,752.00,744.00,748.00,3737570,2795438080
1308-T,上場TPX,東証,735.00,741.00,734.00,738.00,495100,365171100
1309-O,上証50連,大証,16500.00,16510.00,16380.00,16380.00,1942,31946140
1310-T,ETF･コア30,東証,382.00,384.00,376.00,380.00,3810,1444670
1311-T,TOPIX30,東証,389.00,389.00,381.00,383.00,134880,51653370
1312-O,RN小型コア,大証,8160.00,8180.00,8120.00,8180.00,12,97820
1313-T,KODEX200,東証,1599.00,1599.00,1516.00,1523.00,2780,4300440
1314-T,上場新興,東証,561.00,561.00,558.00,558.00,200,111900
1316-T,上場大型,東証,506.00,506.00,501.00,501.00,1180,596000
1317-T,上場中型,東証,,,,,0,0
1318-T,上場小型,東証,868.00,871.00,867.00,867.00,100,86910
1319-T,300投信,東証,134.00,134.00,133.00,133.00,9000,1202000
1319-O,300投信,大証,,,,,0,0
1319-S,300投信,札証,,,,,0,0
1319-F,300投信,福証,,,,,0,0
1320-O,ETF225,大証,8650.00,8670.00,8570.00,8620.00,217490,1869868740
1321-O,225投信,大証,8690.00,8690.00,8600.00,8640.00,562892,4860786410
1322-T,上場パンタ,東証,2780.00,2780.00,2738.00,2760.00,1790,4937440
1323-O,南ア40,大証,270.00,270.00,260.00,260.00,6200,1645900
1324-O,RTS連動,大証,121.00,121.00,119.00,119.00,32100,3853400
1325-T,ボベスパ,東証,219.00,219.00,213.00,214.00,165200,35743100
1326-T,SPDRゴール,東証,13320.00,13350.00,13250.00,13280.00,20431,271494820
1327-T,EASY商品,東証,3705.00,3720.00,3685.00,3690.00,374,1383615
1328-O,金連動,大証,4090.00,4140.00,4085.00,4115.00,23210,95305150
1329-T,iS225,東証,8620.00,8640.00,8550.00,8580.00,6780,58251500
1330-T,上場225,東証,8710.00,8710.00,8620.00,8650.00,677760,5872032800
1332-T,日水,東証1部,286.00,290.00,284.00,287.00,1580100,454380900
1332-O,日水,大証1部,,,,,0,0
1334-T,マルハニチロHD,東証1部,141.00,149.00,140.00,148.00,5422000,792269000
1343-T,REIT-ETF,東証,968.00,969.00,964.00,968.00,32110,31007140
1344-T,MXSコア30,東証,381.00,381.00,375.00,377.00,12020,4531350
1345-T,上場Jリート,東証,944.00,944.00,937.00,943.00,22300,20998400
1346-O,MXS225,大証,8730.00,8740.00,8660.00,8700.00,5620,48864850
1347-T,上場グリチ,東証,2603.00,2603.00,2603.00,2603.00,20,52060
1348-T,MXSトピクス,東証,759.00,759.00,749.00,753.00,73460,55383870
1349-T,アジア債券,東証,9540.00,9580.00,9460.00,9490.00,210,1996740
1352-T,ホウスイ,東証1部,89.00,89.00,89.00,89.00,1000,89000
1376-J,カネコ種,JQスタンダード,721.00,730.00,716.00,730.00,1800,1303900
1377-T,サカタのタネ,東証1部,1113.00,1137.00,1101.00,1136.00,32200,36046900
