コード,銘柄名,市場,始値,高値,安値,終値,出来高,売買代金
1301-T,極洋,東証1部,252.00,253.00,251.00,251.00,234000,58984000
1305-T,ETFTPX,東証,1281.00,1290.00,1280.00,1287.00,617610,793957990
1306-T,TOPIX投,東証,1265.00,1273.00,1263.00,1270.00,6167570,7818109250
1308-T,上場TPX,東証,1250.00,1259.00,1250.00,1256.00,1391800,1744828200
1309-T,上証50連,東証,21600.00,21600.00,21350.00,21520.00,1266,27209880
1310-T,ETF･コア30,東証,630.00,630.00,627.00,629.00,5040,3168200
1311-T,TOPIX30,東証,651.00,651.00,648.00,651.00,82570,53676510
1312-T,RN小型コア,東証,13820.00,13850.00,13800.00,13800.00,13,179520
1313-T,KODEX200,東証,2501.00,2501.00,2461.00,2470.00,810,2008320
1314-T,上場新興,東証,1028.00,1028.00,1000.00,1010.00,1000,1010900
1316-T,上場大型,東証,802.00,817.00,802.00,804.00,330,266280
1317-T,上場中型,東証,1303.00,1303.00,1303.00,1303.00,20,26060
1318-T,上場小型,東証,1450.00,1450.00,1450.00,1450.00,60,87000
1319-T,300投信,東証,,,,,0,0
1319-S,300投信,札証,,,,,0,0
1319-F,300投信,福証,,,,,0,0
1320-T,ETF225,東証,15630.00,15670.00,15550.00,15630.00,309310,4829295790
1321-T,225投信,東証,15630.00,15680.00,15560.00,15640.00,946641,14781949980
1322-T,上場パンタ,東証,2995.00,2995.00,2965.00,2969.00,12210,36321790
1323-T,南ア40,東証,361.00,361.00,360.00,360.00,3300,1188100
1324-T,RTS連動,東証,113.00,113.00,111.00,112.00,27600,3098100
1325-T,ボベスパ,東証,216.00,216.00,212.00,214.00,75600,16099700
1326-T,SPDRゴール,東証,12680.00,12700.00,12650.00,12670.00,14428,182829690
1327-T,EASY商品,東証,4555.00,4600.00,4500.00,4500.00,122,550365
1328-T,金連動,東証,3610.00,3630.00,3610.00,3620.00,2050,7412850
1329-T,iS225,東証,15700.00,15730.00,15610.00,15710.00,29251,459358940
1330-T,上場225,東証,15690.00,15750.00,15620.00,15710.00,343990,5391789800
1332-T,日水,東証1部,306.00,318.00,306.00,317.00,4507500,1410764000
1333-T,マルハニチロ,東証1部,1591.00,1595.00,1584.00,1590.00,212500,337951300
1343-T,REIT-ETF,東証,1720.00,1735.00,1706.00,1735.00,86730,149391550
1344-T,MXSコア30,東証,621.00,622.00,619.00,621.00,23740,14731620
1345-T,上場Jリート,東証,1629.00,1649.00,1627.00,1649.00,68600,112177000
1346-T,MXS225,東証,15720.00,15770.00,15630.00,15740.00,63036,990045680
1347-T,上場グリチ,東証,,,,,0,0
1348-T,MXSトピクス,東証,1269.00,1277.00,1267.00,1274.00,475070,604476140
1349-T,アジア債券,東証,13210.00,13260.00,13100.00,13230.00,195,2579780
1352-T,ホウスイ,東証1部,128.00,131.00,125.00,128.00,161000,20454000
1356-T,TPXベア2,東証,8990.00,9050.00,8930.00,8950.00,161370,1451052000
1357-T,日経ダブ,東証,5140.00,5210.00,5120.00,5150.00,1230055,6350128410
1358-T,上場2倍,東証,9750.00,9780.00,9620.00,9770.00,6972,67644460
1376-T,カネコ種,JQスタンダード,919.00,930.00,915.00,928.00,8100,7466700
1377-T,サカタのタネ,東証1部,1360.00,1369.00,1355.00,1357.00,57400,77997100
1378-T,雪国マイタケ,東証2部,215.00,216.00,213.00,214.00,15500,3318200
