コード,銘柄名,市場,始値,高値,安値,終値,出来高,売買代金
1301-T,極洋,東証1部,187.00,188.00,186.00,187.00,83000,15497000
1305-T,ETFTPX,東証,961.00,963.00,954.00,959.00,226600,217341700
1306-T,TOPIX投,東証,962.00,966.00,957.00,958.00,2320940,2233023270
1308-T,上場TPX,東証,946.00,948.00,939.00,940.00,876800,830702600
1309-O,上証50連,大証,21590.00,21730.00,21370.00,21370.00,5941,127980990
1310-T,ETF･コア30,東証,525.00,529.00,523.00,523.00,800,419800
1311-T,TOPIX30,東証,531.00,532.00,530.00,530.00,4570,2426080
1312-O,RN小型コア,大証,9500.00,9560.00,9500.00,9560.00,36,342780
1313-T,KODEX200,東証,2081.00,2081.00,2055.00,2061.00,60,124000
1314-T,上場新興,東証,633.00,634.00,633.00,633.00,1400,886400
1316-T,上場大型,東証,662.00,662.00,662.00,662.00,270,178740
1317-T,上場中型,東証,,,,,0,0
1318-T,上場小型,東証,1000.00,1000.00,984.00,988.00,350,348160
1319-T,300投信,東証,155.00,156.00,155.00,156.00,2000,311000
1319-O,300投信,大証,,,,,0,0
1319-S,300投信,札証,,,,,0,0
1319-F,300投信,福証,,,,,0,0
1320-O,ETF225,大証,10760.00,10780.00,10670.00,10690.00,65870,705996400
1321-O,225投信,大証,10780.00,10800.00,10690.00,10720.00,479845,5158577820
1322-T,上場パンタ,東証,3720.00,3735.00,3680.00,3700.00,8970,33317200
1323-O,南ア40,大証,333.00,333.00,330.00,330.00,7000,2317500
1324-O,RTS連動,大証,165.00,166.00,164.00,164.00,74300,12248200
1325-T,ボベスパ,東証,285.00,287.00,285.00,287.00,122500,35055100
1326-T,SPDRゴール,東証,10950.00,10990.00,10940.00,10980.00,19218,210674290
1327-T,EASY商品,東証,4080.00,4200.00,4070.00,4165.00,1025,4237125
1328-O,金連動,大証,3265.00,3280.00,3265.00,3280.00,23420,76624400
1329-T,iS225,東証,10720.00,10730.00,10640.00,10640.00,580,6192100
1330-T,上場225,東証,10830.00,10850.00,10760.00,10760.00,205190,2216697400
1332-T,日水,東証1部,278.00,278.00,275.00,277.00,1315100,364389800
1332-O,日水,大証1部,,,,,0,0
1334-T,マルハニチロHD,東証1部,147.00,149.00,146.00,149.00,2588000,381632000
1343-T,REIT-ETF,東証,1147.00,1147.00,1140.00,1143.00,28850,33020520
1344-T,MXSコア30,東証,524.00,527.00,523.00,525.00,8690,4560380
1345-T,上場Jリート,東証,1105.00,1108.00,1103.00,1105.00,30300,33474100
1346-O,MXS225,大証,10790.00,10800.00,10710.00,10710.00,8454,91053560
1347-T,上場グリチ,東証,3595.00,3600.00,3595.00,3600.00,270,971500
1348-T,MXSトピクス,東証,952.00,956.00,948.00,950.00,43890,41752400
1349-T,アジア債券,東証,9900.00,10010.00,9900.00,9920.00,343,3406470
1352-T,ホウスイ,東証1部,110.00,112.00,110.00,111.00,24000,2646000
1376-J,カネコ種,JQスタンダード,887.00,889.00,882.00,888.00,8300,7361400
1377-T,サカタのタネ,東証1部,1245.00,1257.00,1241.00,1253.00,147000,183910700
1378-T,雪国マイタケ,東証2部,540.00,540.00,535.00,537.00,8300,4467300
1379-T,ホクト,東証1部,1900.00,1901.00,1885.00,1887.00,159500,301648100
1380-J,秋川牧園,JQスタンダード,,,,,0,0
1381-J,アクシーズ,JQスタンダード,,,,,0,0
1382-J,ホーブ,JQスタンダード,157900.00,158500.00,155100.00,158500.00,8,1259100
1400-J,ルーデン,JQグロース,5900.00,6150.00,5880.00,6150.00,53,317600
1401-F,エムビーエス,福証Q-Board,,,,,0,0
1405-T,サーラ住宅,東証2部,366.00,366.00,360.00,360.00,800,289400
1407-J,ウエストHD,JQスタンダード,690.00,695.00,684.00,688.00,32300,22273300
1408-J,サムシングHD,JQグロース,54000.00,54800.00,51000.00,54800.00,9,472600
1412-T,チャイナボーチ,東証1部外国,24990.00,24990.00,23900.00,24000.00,579,14068350
1414-T,ショーボンド,東証1部,1782.00,1796.00,1782.00,1795.00,69500,124359600
1417-T,ミライトHD,東証1部,651.00,651.00,631.00,637.00,75400,48108800
1417-O,ミライトHD,大証1部,,,,,0,0
1418-J,インターライフ,JQスタンダード,126.00,126.00,123.00,123.00,49200,6117500
1491-T,中外鉱,東証2部,33.00,35.00,33.00,33.00,857400,29025900
1491-O,中外鉱,大証2部,35.00,35.00,35.00,35.00,1000,35000
1514-T,住石HD,東証1部,85.00,86.00,84.00,84.00,295200,24998100
1515-T,日鉄鉱,東証1部,453.00,453.00,440.00,443.00,199000,88461000
1518-T,三井松,東証1部,176.00,177.00,170.00,175.00,3930000,683193000
1518-F,三井松,福証,,,,,0,0
1540-T,純金信託,東証,3645.00,3655.00,3640.00,3645.00,46043,167953210
1541-T,純プラ信,東証,4925.00,4965.00,4920.00,4960.00,1984,9793875
1542-T,純銀信託,東証,7850.00,7950.00,7830.00,7930.00,13630,107464990
1543-T,純パラ信,東証,21890.00,22480.00,21850.00,22310.00,1545,34204480
1544-T,上場MSジ,東証,600.00,600.00,600.00,600.00,10,6000
1545-O,NASDAQ投,大証,1957.00,1957.00,1946.00,1946.00,3500,6824500
1546-O,NYダウ30,大証,10130.00,10150.00,10110.00,10110.00,553,5601260
1547-T,上場米国,東証,1172.00,1198.00,1169.00,1172.00,1980,2320900
1548-T,上場チャイナ,東証,950.00,955.00,947.00,952.00,1100,1045230
1549-T,上場インド,東証,904.00,907.00,895.00,900.00,5750,5185110
1550-T,MXS外株,東証,1099.00,1105.00,1099.00,1105.00,4030,4441560
1551-O,JASDAQ20,大証,1785.00,1785.00,1752.00,1765.00,7370,13031450
1552-O,VIX短期,大証,9680.00,9830.00,9640.00,9820.00,5280,51301320
1605-T,国際帝石,東証1部,544000.00,544000.00,530000.00,531000.00,18711,10016870000
1606-T,海洋掘削,東証1部,3345.00,3390.00,3300.00,3335.00,247800,826374500
1610-T,ETF･電機,東証,,,,,0,0
1612-T,ETF･銀行,東証,,,,,0,0
1613-T,電機,東証,1390.00,1390.00,1376.00,1376.00,90,124280
1615-T,銀行,東証,137.00,138.00,136.00,137.00,1632600,223725200
1617-T,食品,東証,13540.00,13540.00,13520.00,13520.00,28,378820
1618-T,エネ資源,東証,13330.00,13330.00,13100.00,13130.00,95,1258400
1619-T,建設資材,東証,,,,,0,0
1620-T,素材化学,東証,11710.00,11710.00,11710.00,11710.00,2,23420
1621-T,医薬品,東証,10630.00,10660.00,10630.00,10660.00,124,1319470
1622-T,自動車,東証,13380.00,13450.00,13310.00,13310.00,179,2397880
1623-T,鉄鋼非鉄,東証,21750.00,21750.00,21320.00,21380.00,79,1699010
1624-T,機械,東証,19110.00,19110.00,18870.00,18870.00,191,3628000
1625-T,電機精密,東証,10780.00,10780.00,10650.00,10650.00,263,2817620
1626-T,情通サ他,東証,9000.00,9020.00,9000.00,9010.00,216,1946120
1627-T,電力ガス,東証,10460.00,10500.00,10460.00,10500.00,223,2339010
1628-T,運輸物流,東証,,,,,0,0
1629-T,商社卸売,東証,20480.00,20500.00,20360.00,20360.00,239,4880010
1630-T,小売,東証,,,,,0,0
1631-T,銀行・17,東証,8150.00,8170.00,8060.00,8060.00,1260,10262720
1632-T,金融,東証,7960.00,7960.00,7900.00,7900.00,27,214210
1633-T,不動産,東証,18320.00,18340.00,17750.00,17790.00,293,5252740
1634-T,ダイワ食品,東証,,,,,0,0
1635-T,ダイワエネ,東証,,,,,0,0
1636-T,ダイワ建設,東証,,,,,0,0
1637-T,ダイワ素材,東証,,,,,0,0
1638-T,ダイワ医薬,東証,10440.00,10440.00,10440.00,10440.00,10,104400
1639-T,ダイワ自動,東証,13160.00,13160.00,13160.00,13160.00,10,131600
1640-T,ダイワ鉄鋼,東証,,,,,0,0
1641-T,ダイワ機械,東証,,,,,0,0
1642-T,ダイワ電機,東証,,,,,0,0
1643-T,ダイワ情報,東証,,,,,0,0
1644-T,ダイワ電力,東証,,,,,0,0
1645-T,ダイワ運輸,東証,,,,,0,0
1646-T,ダイワ商社,東証,,,,,0,0
1647-T,ダイワ小売,東証,9140.00,9140.00,9140.00,9140.00,10,91400
1648-T,ダイワ銀行,東証,,,,,0,0
1649-T,ダイワ金融,東証,,,,,0,0
1650-T,ダイワ不動,東証,,,,,0,0
1661-T,ガス開,東証1部,467.00,467.00,461.00,463.00,66000,30661000
1662-T,石油資源,東証1部,3535.00,3640.00,3510.00,3580.00,456800,1629021000
1670-T,MXS三菱,東証,111.00,113.00,110.00,111.00,10502100,1176592300
1671-O,WTI原油,大証,5370.00,5400.00,5370.00,5380.00,5527,29749000
1672-T,金ETF,東証,11060.00,11060.00,11060.00,11060.00,44,486640
1673-T,銀ETF,東証,2440.00,2447.00,2431.00,2431.00,5000,12179850
1674-T,プラチナETF,東証,15000.00,15100.00,15000.00,15100.00,78,1171900
1675-T,パラジETF,東証,6700.00,6790.00,6700.00,6750.00,1510,10165800
1676-T,キンゾクETF,東証,,,,,0,0
1677-T,上場外債,東証,43700.00,43800.00,43700.00,43700.00,110,4809500
1678-T,インドNIF,東証,97.00,98.00,96.00,97.00,245400,23811500
1679-T,NYダウ,東証,9670.00,9690.00,9660.00,9660.00,1290,12474500
1680-T,上場MSコク,東証,1093.00,1095.00,1083.00,1087.00,18970,20678040
1681-T,上場MSエマ,東証,1183.00,1185.00,1180.00,1182.00,8250,9752180
1682-O,プラチナ先,大証,287.00,291.00,287.00,291.00,21900,6329800
1683-O,金先物,大証,3510.00,3535.00,3510.00,3535.00,900,3177650
1684-T,商品ETF,東証,1540.00,1540.00,1540.00,1540.00,10,15400
1685-T,エナジーETF,東証,989.00,989.00,989.00,989.00,200,197800
1686-T,メタルETF,東証,,,,,0,0
1687-T,アグリETF,東証,809.00,825.00,808.00,825.00,3980,3217800
1688-T,穀物ETF,東証,583.00,591.00,581.00,589.00,15600,9150700
1689-T,ガスETF,東証,25.00,25.00,24.00,25.00,461900,11534400
1690-T,原油ETF,東証,2250.00,2250.00,2237.00,2250.00,380,853510
1691-T,ガソリンETF,東証,,,,,0,0
1692-T,アルミETF,東証,,,,,0,0
1693-T,銅ETF,東証,4210.00,4250.00,4210.00,4240.00,410,1741400
1694-T,ニッケルETF,東証,,,,,0,0
1695-T,小麦ETF,東証,235.00,239.00,235.00,239.00,16900,3987300
1696-T,コーンETF,東証,171.00,174.00,171.00,173.00,7300,1252300
1697-T,大豆ETF,東証,1920.00,1920.00,1900.00,1900.00,430,820500
1698-T,上場配当,東証,1043.00,1048.00,1043.00,1045.00,1770,1848630
1699-T,野村原油,東証,877.00,878.00,874.00,877.00,12880,11285590
1711-T,省電舎,東証マザーズ,104000.00,105000.00,104000.00,104000.00,6,625000
1712-T,ダイセキソリュ,東証1部,81900.00,84500.00,80700.00,83900.00,112,9286200
1716-J,第一カッター,JQスタンダード,540.00,540.00,540.00,540.00,6000,3240000
1717-J,明豊ファシリ,JQスタンダード,119.00,125.00,114.00,121.00,378600,45419900
1718-J,美樹工業,JQスタンダード,204.00,204.00,204.00,204.00,1000,204000
1719-T,ハザマ,東証1部,71.00,73.00,71.00,73.00,97100,6976900
1720-T,東急建設,東証1部,245.00,247.00,244.00,246.00,27320,6702910
1721-T,コムシスHD,東証1部,897.00,897.00,879.00,879.00,333000,294324900
1721-O,コムシスHD,大証1部,,,,,0,0
1722-T,MISAWA,東証1部,420.00,421.00,391.00,415.00,52100,21366700
1722-O,MISAWA,大証1部,,,,,0,0
1723-J,日本電技,JQスタンダード,647.00,647.00,640.00,640.00,1500,967400
1724-J,シンクレイヤ,JQスタンダード,417.00,417.00,417.00,417.00,1000,417000
1726-T,BRHD,東証2部,140.00,140.00,140.00,140.00,1000,140000
1728-J,ミサワ中国,JQスタンダード,,,,,0,0
1730-J,麻生フオーム,JQスタンダード,,,,,0,0
1734-S,北弘電社,札証,,,,,0,0
1736-J,オーテック,JQスタンダード,,,,,0,0
1737-T,三井エンジ,東証2部,660.00,660.00,660.00,660.00,5000,3300000
1739-J,SEED,JQグロース,31300.00,31300.00,31300.00,31300.00,1,31300
1742-T,セコムテクノ,東証2部,3295.00,3295.00,3295.00,3295.00,4000,13180000
1743-O,コーアツ工業,大証2部,,,,,0,0
1743-F,コーアツ工業,福証,,,,,0,0
1756-J,和興エンジ,JQスタンダード,,,,,0,0
1757-O,クレアHD,大証2部,1.00,2.00,1.00,1.00,982470,1246210
1758-J,太洋基礎,JQスタンダード,,,,,0,0
1762-T,高松G,東証1部,1164.00,1164.00,1138.00,1149.00,3400,3903700
1762-O,高松G,大証1部,,,,,0,0
1764-T,工藤建設,東証2部,117.00,117.00,117.00,117.00,2000,234000
1766-T,東建コーポ,東証1部,3250.00,3280.00,3245.00,3250.00,12330,40198500
1768-O,ソネック,大証2部,,,,,0,0
1770-J,藤田エンジ,JQスタンダード,,,,,0,0
1771-F,日本乾溜,福証,,,,,0,0
1773-T,YTL,東証1部外国,,,,,0,0
1775-T,FFE&C,東証2部,134.00,135.00,132.00,133.00,8000,1068000
1776-T,三住道路,東証2部,93.00,93.00,92.00,92.00,20000,1844000
1780-T,ヤマウラ,東証1部,217.00,219.00,215.00,219.00,3500,758500
1782-J,常磐開発,JQスタンダード,108.00,108.00,108.00,108.00,1000,108000
1783-J,ACHL,JQスタンダード,29.00,30.00,29.00,29.00,48300,1411100
1787-J,ナカボーテック,JQスタンダード,,,,,0,0
1788-J,三東工業,JQスタンダード,101.00,101.00,99.00,99.00,2000,200000
1789-J,山加電業,JQスタンダード,212.00,212.00,205.00,208.00,19600,4059600
1793-J,大本組,JQスタンダード,360.00,360.00,360.00,360.00,3000,1080000
1795-J,マサル,JQスタンダード,,,,,0,0
1798-J,守谷商会,JQスタンダード,,,,,0,0
1799-J,第一建設,JQスタンダード,637.00,642.00,636.00,636.00,1800,1146600
1801-T,大成建,東証1部,198.00,198.00,192.00,194.00,6333000,1231776000
1801-O,大成建,大証1部,,,,,0,0
1802-T,大林組,東証1部,377.00,383.00,372.00,377.00,7264000,2737822000
1802-O,大林組,大証1部,,,,,0,0
1802-F,大林組,福証,,,,,0,0
1803-T,清水建,東証1部,363.00,363.00,350.00,352.00,4174000,1484581000
1803-O,清水建,大証1部,,,,,0,0
1805-T,飛島建,東証1部,24.00,25.00,23.00,24.00,1570000,37510000
1807-J,佐藤渡辺,JQスタンダード,84.00,84.00,83.00,84.00,36000,3004000
1808-T,長谷工,東証1部,80.00,81.00,77.00,77.00,33430500,2624909000
1808-O,長谷工,大証1部,,,,,0,0
1810-T,松井建,東証1部,307.00,307.00,304.00,307.00,10000,3056000
1811-O,銭高組,大証1部,128.00,130.00,128.00,130.00,11000,1428000
1812-T,鹿島,東証1部,229.00,231.00,218.00,218.00,10561000,2349082000
1812-O,鹿島,大証1部,221.00,221.00,221.00,221.00,1000,221000
1813-T,不動テトラ,東証1部,55.00,55.00,54.00,54.00,435700,23578200
1813-O,不動テトラ,大証1部,,,,,0,0
1814-T,大末建,東証1部,42.00,42.00,41.00,42.00,81000,3393000
1814-O,大末建,大証1部,,,,,0,0
1815-T,鉄建,東証1部,89.00,90.00,88.00,89.00,809000,71932000
1816-T,安藤建,東証1部,112.00,112.00,110.00,111.00,45000,4987000
1819-T,太平工,東証1部,415.00,418.00,406.00,409.00,341000,139788000
1820-T,西松建,東証1部,114.00,115.00,113.00,114.00,819000,93103000
1821-T,三住建設,東証1部,68.00,68.00,66.00,66.00,311800,20829600
1822-T,大豊建,東証1部,84.00,84.00,82.00,84.00,332000,27579000
1824-T,前田建,東証1部,281.00,281.00,271.00,273.00,282000,77322000
1826-T,佐田建,東証1部,38.00,39.00,37.00,38.00,187000,7154000
1827-T,ナカノフドー,東証1部,245.00,245.00,239.00,240.00,14500,3500500
1828-T,田辺工,東証2部,587.00,590.00,585.00,590.00,3600,2114900
1832-S,北海工,札証,,,,,0,0
1833-T,奥村組,東証1部,318.00,320.00,315.00,319.00,186000,59203000
1833-O,奥村組,大証1部,,,,,0,0
1834-T,大和小田,東証1部,219.00,224.00,219.00,224.00,6000,1331000
1835-T,東鉄工,東証1部,651.00,651.00,646.00,647.00,51000,33069000
1840-T,土屋HD,東証2部,113.00,114.00,112.00,112.00,4200,472600
1840-S,土屋HD,札証,,,,,0,0
1841-J,サンユ建,JQスタンダード,623.00,630.00,623.00,630.00,1500,941700
1844-T,大盛工業,東証2部,14.00,14.00,13.00,13.00,48500,664800
1846-T,鈴縫工,東証2部,86.00,102.00,86.00,92.00,58000,5448000
1847-T,イチケン,東証1部,117.00,119.00,114.00,116.00,438000,50914000
1848-O,富士P･S,大証2部,134.00,134.00,134.00,134.00,3000,402000
1848-F,富士P･S,福証,,,,,0,0
1850-O,南海辰村,大証2部,26.00,27.00,26.00,26.00,14000,365000
1852-T,浅沼組,東証1部,57.00,58.00,56.00,56.00,82000,4662000
1852-O,浅沼組,大証1部,,,,,0,0
1853-O,森組,大証2部,44.00,44.00,44.00,44.00,7000,308000
1860-T,戸田建,東証1部,319.00,323.00,315.00,317.00,294000,93415000
1860-O,戸田建,大証1部,,,,,0,0
1861-T,熊谷組,東証1部,63.00,64.00,62.00,63.00,241000,15121000
1865-T,青木あす,東証1部,392.00,397.00,391.00,393.00,14000,5519500
1866-T,北野建,東証1部,207.00,207.00,204.00,206.00,28000,5761000
1867-T,植木組,東証1部,138.00,138.00,137.00,137.00,11000,1510000
1868-T,三井ホーム,東証1部,472.00,472.00,458.00,465.00,69000,32208000
1870-T,矢作建,東証1部,502.00,511.00,496.00,505.00,24300,12278700
1871-T,PS三菱,東証1部,255.00,263.00,255.00,256.00,51800,13310800
1873-J,東ハウス,JQスタンダード,162.00,162.00,161.00,162.00,30000,4842000
1875-O,青木マ,大証2部,252.00,252.00,252.00,252.00,3000,756000
1878-T,大東建,東証1部,6330.00,6450.00,6300.00,6350.00,948000,6013839000
1879-T,新日建,東証1部,246.00,249.00,241.00,245.00,109000,26655400
1881-T,NIPPO,東証1部,602.00,606.00,598.00,605.00,181000,108933000
1881-S,NIPPO,札証,,,,,0,0
1882-T,東亜道,東証1部,134.00,135.00,133.00,135.00,72000,9650000
1883-T,前田道,東証1部,732.00,739.00,728.00,736.00,157000,115098000
1884-T,日道路,東証1部,218.00,219.00,214.00,217.00,105000,22730000
1885-T,東亜建,東証1部,105.00,106.00,104.00,105.00,236000,24820000
1885-S,東亜建,札証,,,,,0,0
1888-T,若築建,東証1部,47.00,47.00,46.00,47.00,126000,5870000
1890-T,東洋建,東証1部,47.00,48.00,45.00,47.00,2270000,105349000
1890-O,東洋建,大証1部,,,,,0,0
1893-T,五洋建,東証1部,141.00,142.00,140.00,141.00,1169500,164787000
1896-T,大林道,東証1部,163.00,164.00,160.00,162.00,85000,13769000
1897-O,金下建,大証2部,348.00,348.00,348.00,348.00,6000,2088000
1898-T,世紀東,東証1部,51.00,52.00,50.00,51.00,170000,8657000
1899-T,福田組,東証1部,167.00,167.00,163.00,166.00,147000,24205000
1904-J,大成温,JQスタンダード,347.00,348.00,344.00,346.00,14000,4843000
1905-J,テノックス,JQスタンダード,240.00,240.00,240.00,240.00,1000,240000
1906-J,細田工,JQスタンダード,127.00,127.00,126.00,126.00,1700,214300
1911-T,住友林,東証1部,731.00,739.00,731.00,735.00,19200,14091900
1911-O,住友林,大証1部,734.00,740.00,731.00,737.00,265100,194928300
1914-T,日基礎,東証1部,251.00,252.00,245.00,246.00,94900,23572600
1914-O,日基礎,大証1部,,,,,0,0
1916-T,日ビルド,東証1部,56.00,56.00,56.00,56.00,173000,9688000
1919-T,エスバイエル,東証1部,58.00,59.00,55.00,56.00,652000,36959000
1921-T,巴コーポ,東証1部,259.00,259.00,255.00,258.00,8600,2208600
1921-S,巴コーポ,札証,,,,,0,0
1924-T,パナホーム,東証1部,533.00,550.00,531.00,538.00,391000,210421000
1924-O,パナホーム,大証1部,,,,,0,0
1925-T,大和ハウス,東証1部,1030.00,1031.00,1000.00,1001.00,4086000,4132870000
1925-O,大和ハウス,大証1部,1023.00,1023.00,1023.00,1023.00,2000,2046000
1926-T,ライト工,東証1部,230.00,231.00,229.00,230.00,168500,38798400
1928-T,積水ハウス,東証1部,813.00,817.00,802.00,805.00,2907000,2344409000
1928-O,積水ハウス,大証1部,,,,,0,0
1929-T,日特建,東証1部,66.00,66.00,63.00,66.00,414000,26820000
1930-T,北電事,東証1部,230.00,230.00,226.00,226.00,28000,6379000
1931-O,日本電通,大証2部,270.00,270.00,270.00,270.00,1000,270000
1933-O,西シス建,大証2部,256.00,256.00,256.00,256.00,1000,256000
1933-F,西シス建,福証,,,,,0,0
1934-T,ユアテック,東証1部,367.00,367.00,362.00,364.00,63000,22992000
1935-T,TTK,東証2部,360.00,366.00,360.00,366.00,15000,5453000
1937-T,西電工,東証1部,356.00,356.00,355.00,356.00,13000,4625000
1937-O,西電工,大証1部,,,,,0,0
1937-F,西電工,福証,,,,,0,0
1938-T,日リーテック,東証2部,349.00,349.00,344.00,344.00,9000,3115000
1939-T,四電工,東証1部,366.00,367.00,364.00,365.00,11000,4018000
1941-T,中電工,東証1部,1045.00,1050.00,1033.00,1049.00,45600,47701700
1942-T,関電工,東証1部,527.00,527.00,515.00,517.00,504000,261880000
1944-T,きんでん,東証1部,761.00,762.00,760.00,760.00,8000,6084000
1944-O,きんでん,大証1部,756.00,763.00,756.00,760.00,208000,157998000
1945-T,東京エネシス,東証1部,565.00,565.00,562.00,563.00,11000,6192000
1946-T,トーエネク,東証1部,469.00,471.00,469.00,471.00,12000,5644000
1948-T,弘電社,東証2部,192.00,193.00,192.00,193.00,3000,577000
1949-T,住電設,東証1部,345.00,345.00,340.00,342.00,25200,8617600
1949-O,住電設,大証1部,,,,,0,0
1950-T,日本電設,東証1部,811.00,811.00,797.00,804.00,117000,94140000
1951-T,協エクシオ,東証1部,816.00,817.00,805.00,809.00,156900,127151100
1952-T,日空調,東証1部,478.00,485.00,478.00,479.00,34400,16545100
1954-T,日工営,東証1部,271.00,272.00,268.00,272.00,48000,12996000
1956-T,日電設,東証1部,259.00,261.00,259.00,261.00,5000,1302000
1959-T,九電工,東証1部,567.00,567.00,555.00,561.00,29000,16254000
1959-F,九電工,福証,,,,,0,0
1960-T,サンテック,東証2部,295.00,295.00,290.00,290.00,6000,1745000
1961-T,三機工,東証1部,552.00,558.00,542.00,545.00,165000,90208000
1963-T,日揮,東証1部,2060.00,2064.00,2043.00,2046.00,787000,1615793000
1964-T,中外炉,東証1部,359.00,362.00,355.00,361.00,440000,158129000
1964-O,中外炉,大証1部,,,,,0,0
1965-T,テクノ菱和,東証2部,412.00,414.00,411.00,414.00,3100,1276700
1966-O,高田工,大証2部,386.00,405.00,386.00,399.00,28000,11080000
1966-F,高田工,福証,,,,,0,0
1967-T,ヤマト,東証1部,305.00,305.00,300.00,301.00,8000,2413000
1968-T,太平電,東証1部,685.00,697.00,684.00,692.00,78000,53782000
1969-T,高砂熱,東証1部,688.00,688.00,679.00,682.00,145800,99559800
1971-T,ビルト工,東証2部,74.00,74.00,71.00,72.00,30000,2178000
1972-T,三晃金,東証1部,182.00,184.00,181.00,183.00,56000,10201000
1972-O,三晃金,大証1部,,,,,0,0
1973-T,NECネSI,東証1部,1118.00,1130.00,1115.00,1125.00,74700,83906100
1975-T,朝日工,東証1部,366.00,369.00,365.00,368.00,26000,9542000
1975-O,朝日工,大証1部,,,,,0,0
1976-O,明星工,大証1部,313.00,315.00,298.00,302.00,2316000,713570000
1978-T,アタカ大機,東証1部,255.00,283.00,255.00,271.00,565000,153266000
1978-O,アタカ大機,大証1部,,,,,0,0
1979-T,大気社,東証1部,1367.00,1397.00,1367.00,1392.00,170000,235611500
1980-T,ダイダン,東証1部,467.00,467.00,467.00,467.00,1000,467000
1980-O,ダイダン,大証1部,460.00,466.00,460.00,465.00,11000,5112000
1981-J,協和日成,JQスタンダード,363.00,371.00,363.00,371.00,3000,1097000
1982-T,日比谷,東証1部,747.00,755.00,747.00,752.00,32900,24724300
1983-T,東芝プラ,東証1部,1159.00,1159.00,1147.00,1151.00,265000,305248000
