コード,銘柄名,市場,始値,高値,安値,終値,出来高,売買代金
1301-T,極洋,東証1部,275.00,276.00,274.00,274.00,211000,58022000
1305-T,ETFTPX,東証,1431.00,1442.00,1427.00,1434.00,766940,1099605630
1306-T,TOPIX投,東証,1413.00,1422.00,1408.00,1417.00,3008220,4260324270
1308-T,上場TPX,東証,1400.00,1407.00,1392.00,1401.00,2313400,3242123100
1309-T,上証50連,東証,26600.00,26980.00,26460.00,26880.00,646,17339190
1310-T,ETF･コア30,東証,654.00,657.00,651.00,651.00,2360,1546450
1311-T,TOPIX30,東証,675.00,680.00,674.00,675.00,2730,1845870
1312-T,RN小型コア,東証,16320.00,16320.00,16310.00,16310.00,28,456820
1313-T,KODEX200,東証,2341.00,2342.00,2341.00,2342.00,30,70250
1314-T,上場新興,東証,1086.00,1091.00,1086.00,1091.00,800,871900
1319-T,300投信,東証,243.00,246.00,243.00,246.00,4000,978000
1319-S,300投信,札証,,,,,0,0
1319-F,300投信,福証,,,,,0,0
1320-T,ETF225,東証,17620.00,17750.00,17600.00,17680.00,95485,1687377500
1321-T,225投信,東証,17600.00,17750.00,17590.00,17660.00,889405,15700061220
1322-T,上場パンタ,東証,4575.00,4710.00,4575.00,4710.00,2120,9875300
1323-T,南ア40,東証,311.00,313.00,311.00,313.00,200,62400
1324-T,RTS連動,東証,93.00,93.00,92.00,92.00,144500,13387500
1325-T,ボベスパ,東証,129.00,130.00,129.00,129.00,367500,47625700
1326-T,SPDRゴール,東証,13630.00,13680.00,13610.00,13670.00,5309,72423020
1327-T,EASY商品,東証,3450.00,3450.00,3450.00,3450.00,26,89700
1328-T,金連動,東証,3835.00,3840.00,3675.00,3790.00,12360,46572350
1329-T,iS225,東証,17590.00,17720.00,17560.00,17640.00,10315,181914640
1330-T,上場225,東証,17690.00,17800.00,17640.00,17720.00,110200,1953748600
1332-T,日水,東証1部,550.00,558.00,544.00,552.00,2077000,1145060700
1333-T,マルハニチロ,東証1部,2293.00,2297.00,2275.00,2285.00,211600,483866200
1343-T,REIT-ETF,東証,1997.00,2001.00,1978.00,1988.00,188140,374559840
