コード,銘柄名,市場,始値,高値,安値,終値,出来高,売買代金
1301-T,極洋,東証1部,188.00,189.00,187.00,188.00,33000,6203000
1305-T,ETFTPX,東証,776.00,776.00,767.00,769.00,19710,15180720
1306-T,TOPIX投,東証,770.00,772.00,764.00,769.00,842990,647155330
1308-T,上場TPX,東証,760.00,762.00,755.00,758.00,182800,138581300
1309-O,上証50連,大証,15380.00,15450.00,15310.00,15310.00,821,12607770
1310-T,ETF･コア30,東証,396.00,396.00,393.00,393.00,500,197100
1311-T,TOPIX30,東証,403.00,404.00,400.00,401.00,2960,1186780
1312-O,RN小型コア,大証,8450.00,8450.00,8450.00,8450.00,1,8450
1313-T,KODEX200,東証,1806.00,1806.00,1786.00,1786.00,130,233040
1314-T,上場新興,東証,513.00,513.00,513.00,513.00,400,205200
1316-T,上場大型,東証,,,,,0,0
1317-T,上場中型,東証,,,,,0,0
1318-T,上場小型,東証,910.00,910.00,910.00,910.00,10,9100
1319-T,300投信,東証,139.00,139.00,139.00,139.00,1000,139000
1319-O,300投信,大証,,,,,0,0
1319-S,300投信,札証,,,,,0,0
1319-F,300投信,福証,,,,,0,0
1320-O,ETF225,大証,9220.00,9230.00,9140.00,9180.00,18058,165810710
1321-O,225投信,大証,9230.00,9240.00,9150.00,9210.00,125960,1158670140
1322-T,上場パンタ,東証,2498.00,2498.00,2470.00,2487.00,310,770620
1323-O,南ア40,大証,297.00,297.00,297.00,297.00,2300,683100
1324-O,RTS連動,大証,113.00,113.00,113.00,113.00,11000,1243000
1325-T,ボベスパ,東証,203.00,203.00,201.00,202.00,46000,9304800
1326-T,SPDRゴール,東証,12600.00,12610.00,12570.00,12610.00,10918,137470790
1327-T,EASY商品,東証,3735.00,3760.00,3735.00,3740.00,319,1192695
1328-O,金連動,大証,3780.00,3790.00,3775.00,3780.00,10890,41199700
1329-T,iS225,東証,9130.00,9150.00,9090.00,9130.00,420,3827300
1330-T,上場225,東証,9260.00,9270.00,9180.00,9240.00,291350,2686470300
1332-T,日水,東証1部,185.00,185.00,181.00,181.00,1659200,301937600
1332-O,日水,大証1部,,,,,0,0
1334-T,マルハニチロHD,東証1部,139.00,139.00,137.00,137.00,1038000,143609000
1343-T,REIT-ETF,東証,1006.00,1011.00,1003.00,1011.00,25030,25216730
1344-T,MXSコア30,東証,394.00,394.00,390.00,391.00,1510,591660
1345-T,上場Jリート,東証,969.00,970.00,967.00,970.00,15700,15213900
1346-O,MXS225,大証,9270.00,9280.00,9200.00,9230.00,4676,43181340
1347-T,上場グリチ,東証,2553.00,2553.00,2553.00,2553.00,100,255300
1348-T,MXSトピクス,東証,770.00,772.00,765.00,770.00,9320,7156150
1349-T,アジア債券,東証,,,,,0,0
1352-T,ホウスイ,東証1部,103.00,104.00,103.00,104.00,77000,7968000
1376-J,カネコ種,JQスタンダード,692.00,698.00,692.00,693.00,1600,1109400
1377-T,サカタのタネ,東証1部,1053.00,1058.00,1051.00,1053.00,13300,14027100
1378-T,雪国マイタケ,東証2部,297.00,298.00,297.00,298.00,1200,356900
1379-T,ホクト,東証1部,1535.00,1535.00,1520.00,1528.00,82900,126466500
1380-J,秋川牧園,JQスタンダード,,,,,0,0
1381-J,アクシーズ,JQスタンダード,780.00,780.00,775.00,780.00,1200,934900
1382-J,ホーブ,JQスタンダード,,,,,0,0
1383-J,ベルグアース,JQスタンダード,1170.00,1195.00,1170.00,1175.00,1200,1420800
1400-J,ルーデン,JQグロース,8400.00,9700.00,8190.00,9700.00,251,2285380
1401-F,エムビーエス,福証Q-Board,840.00,840.00,840.00,840.00,300,252000
1405-T,サーラ住宅,東証2部,616.00,616.00,610.00,610.00,4700,2886100
1407-J,ウエストHD,JQスタンダード,1510.00,1523.00,1486.00,1489.00,154200,231194600
1408-J,サムシングHD,JQグロース,157100.00,157200.00,153500.00,154100.00,87,13498300
1412-T,チャイナボーチ,東証1部外国,5060.00,5100.00,5000.00,5020.00,2708,13601200
1414-T,ショーボンド,東証1部,2571.00,2593.00,2543.00,2585.00,132600,341009700
1417-T,ミライトHD,東証1部,585.00,589.00,584.00,587.00,39100,22943800
1417-O,ミライトHD,大証1部,,,,,0,0
1418-J,インターライフ,JQスタンダード,151.00,152.00,145.00,148.00,223900,33235600
1491-T,中外鉱,東証2部,16.00,17.00,16.00,17.00,225700,3615900
1491-O,中外鉱,大証2部,,,,,0,0
1514-T,住石HD,東証1部,72.00,72.00,71.00,72.00,241000,17169100
